Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
AdSURAJ TRAVEL HOUSE,VE A/C Seater / Sleeper (2+1),21:00,07:30,10h 30m,599,13 Seats available,"3.5
152",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
DLT BUS,A/C Sleeper (2+1),22:30,07:30,09h 00m,INR 899,7 Seats available,"4.0
313",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
P K Travels,A/C Sleeper (2+1),18:45,06:30,11h 45m,INR 1100,9 Seats available,"4.2
117",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Silver Line Travels,NON A/C Semi Sleeper (2+2),22:00,06:10,08h 10m,INR 699,19 Seats available,"4.3
290",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
SKS Tours & Travels,A/C Sleeper (2+1),21:15,05:45,08h 30m,INR 899,11 Seats available,"4.2
60",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
NS Transports,Non A/C Seater / Sleeper (2+1),21:45,06:10,08h 25m,INR 649,6 Seats available,"4.1
285",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
National travels and logistics,A/C Sleeper (2+1),22:45,07:00,08h 15m,849,7 Seats available,"4.2
25",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
NS Transports,Non A/C Seater / Sleeper (2+1),22:15,06:30,08h 15m,INR 699,7 Seats available,"4.0
122",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
NS Transports,VE A/C Sleeper (2+1),22:45,07:30,08h 45m,INR 949,6 Seats available,"4.1
294",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
SAAM BUS,VE A/C Sleeper (2+1),18:40,06:45,12h 05m,INR 850,7 Seats available,"4.1
200",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Sam Tourist,NON AC Seater / Sleeper 2+1,22:05,07:05,09h 00m,569,13 Seats available,"3.8
81",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:00,07:05,09h 05m,INR 800,16 Seats available,"3.5
124",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Suraj Holidays,VE A/C Sleeper (2+1),22:30,07:30,09h 00m,INR 900,11 Seats available,"3.9
265",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
P K Travels,Non A/C Seater / Sleeper (2+1),18:45,05:15,10h 30m,INR 700,7 Seats available,"3.8
60",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
National travels and logistics,NON A/C Sleeper (2+1),22:30,06:15,07h 45m,649,6 Seats available,"3.3
162",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
DA Transports,A/C Sleeper (2+1),21:45,07:00,09h 15m,INR 749,8 Seats available,"3.8
305",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
MMK Travels,A/C Sleeper (2+1),22:10,06:40,08h 30m,INR 850,8 Seats available,"3.8
19",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
A1 Travels,Non A/C Seater / Sleeper (2+1),21:00,06:45,09h 45m,INR 500,21 Seats available,"2.6
198",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
A1 Travels,A/C Semi Sleeper (2+2),21:45,07:00,09h 15m,INR 600,31 Seats available,"2.7
46",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
A1 Travels,A/C Seater / Sleeper (2+1),22:30,06:30,08h 00m,INR 600,14 Seats available,"2.6
23",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Kalpaka Travels,NON A/C Semi Sleeper (2+2),22:00,06:30,08h 30m,INR 700,12 Seats available,"2.9
47",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Balaji Tourist,Volvo Multi-Axle A/C Semisleeper (2+2),22:00,06:30,08h 30m,INR 1500,8 Seats available,1.9,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Vijay Lines,A/C Seater / Sleeper (2+1),20:45,07:30,10h 45m,4500,40 Seats available,"2.4
5",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
Suraj Holidays,NON AC Seater / Sleeper 2+1,20:30,06:00,09h 30m,INR 700,10 Seats available,"2.6
13",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode
MMK Travels,A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,INR 999,14 Seats available,"4.5
557",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
MMK Travels,A/C Sleeper (2+1),20:30,05:30,09h 00m,INR 1500,8 Seats available,"4.6
16",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
National travels and logistics,NON A/C Sleeper (2+1),20:45,06:15,09h 30m,1290,5 Seats available,"4.0
211",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
DLT BUS,A/C Sleeper (2+1),21:45,06:30,08h 45m,INR 1699,7 Seats available,"4.4
308",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
LEGEND HOLIDAYS,Bharat Benz A/C Semi Sleeper (2+2),21:00,06:05,09h 05m,INR 1299,6 Seats available,"5.0
4",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
SKS Tours & Travels,A/C Sleeper (2+1),21:00,06:00,09h 00m,INR 1499,1 Seat available,"4.1
53",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
NS Transports,VE A/C Sleeper (2+1),21:16,06:30,09h 14m,INR 1499,3 Seats available,"4.1
133",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
P K Travels,A/C Sleeper (2+1),20:00,06:00,10h 00m,1350,4 Seats available,"4.2
209",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
P K Travels,Non A/C Seater / Sleeper (2+1),21:00,06:00,09h 00m,1170,3 Seats available,"4.0
46",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
FAST LINE BUS,A/C Sleeper (2+1),21:15,06:15,09h 00m,1529,2 Seats available,"4.8
17",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Sam Tourist,Volvo A/C Seater (2+2),21:30,06:30,09h 00m,949,13 Seats available,"3.1
55",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Sam Tourist,NON AC Seater / Sleeper 2+1,21:00,06:30,09h 30m,949,3 Seats available,"3.6
96",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
SURAJ TRAVEL HOUSE,VE A/C Seater / Sleeper (2+1),20:45,06:00,09h 15m,1399,12 Seats available,"3.8
154",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
National travels and logistics,A/C Sleeper (2+1),21:00,06:15,09h 15m,1350,7 Seats available,"3.4
16",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
CHANCHALAS TOURS AND TRAVELS,A/C Semi Sleeper (2+2),19:00,04:45,09h 45m,1139,24 Seats available,"3.6
4",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Suraj Holidays,Non A/C Seater / Sleeper (2+1),20:15,05:10,08h 55m,INR 1250,10 Seats available,3.5,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Vijay Lines,A/C Seater / Sleeper (2+1),21:00,07:10,10h 10m,1044,3 Seats available,"3.9
46",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
Suraj Holidays,VE A/C Sleeper (2+1),22:00,07:15,09h 15m,INR 1500,4 Seats available,"3.9
268",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
DA Transports,A/C Sleeper (2+1),21:50,06:45,08h 55m,INR 1399,2 Seats available,"3.3
10",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
A1 Travels,A/C Seater / Sleeper (2+1),20:00,05:30,09h 30m,INR 1100,1 Seat available,"2.2
24",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
A1 Travels,Non A/C Seater / Sleeper (2+1),21:45,06:30,08h 45m,INR 800,1 Seat available,"2.7
188",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
A1 Travels,A/C Seater / Sleeper (2+1),22:00,06:00,08h 00m,INR 1200,1 Seat available,"2.5
57",https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kozhikode to Bangalore
KSRTC (Kerala) - 3143,Super Fast Non AC Seater (2+3),18:50,01:15,06h 25m,INR 261,1 Seat available,3.0,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Surya Connect,Volvo A/C Semi Sleeper (2+2),23:55,05:15,05h 20m,INR 850,1 Seat available,"4.5
36",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:55,05:30,05h 35m,670,1 Seat available,"4.0
18",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Kalpaka Travels 1,A/C Sleeper (2+1),23:59,06:00,06h 01m,INR 900,2 Seats available,"4.2
23",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
UFO Bus,A/C Seater Push Back (2+2),00:20,05:30,05h 10m,670,1 Seat available,3.7,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),23:05,03:15,04h 10m,1549,23 Seats available,"3.8
6",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Sonia Travels,A/C Semi Sleeper (2+2),23:15,04:14,04h 59m,INR 1199,3 Seats available,4.2,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:30,03:10,03h 40m,INR 1999,1 Seat available,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Arya Travels,A/C Sleeper (2+1),23:59,05:30,05h 31m,INR 1549,1 Seat available,"3.0
10",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
EMERALD TRAVELS,A/C Semi Sleeper (2+2),23:59,06:05,06h 06m,INR 999,1 Seat available,3.1,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Galaxy Tours,Bharat Benz A/C Semi Sleeper (2+2),21:45,02:00,04h 15m,INR 1299,31 Seats available,2.6,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
BLM Transports,A/C Sleeper (2+1),22:00,02:45,04h 45m,2128,1 Seat available,"2.8
9",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KP Travels,A/C Seater Push Back (2+2),22:00,02:35,04h 35m,INR 1249,2 Seats available,2.7,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Galaxy Tours,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),22:30,02:45,04h 15m,INR 1499,16 Seats available,2.6,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Archana Holidays,A/C Seater Push Back (2+2),22:55,04:55,06h 00m,INR 1099,28 Seats available, ,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
Han Lay Travel and Tourism,Bharat Benz A/C Semi Sleeper (2+2),23:00,03:30,04h 30m,INR 1399,23 Seats available,2.9,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam
KSRTC (Kerala) - 2819,Super Fast Non AC Seater (2+3),16:55,22:15,05h 20m,INR 269,39 Seats available,2.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 723,Super Fast Non AC Seater (2+3),17:10,22:45,05h 35m,INR 269,39 Seats available,"4.1
5",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 2572,Super Fast Non AC Seater (2+3),17:10,23:50,06h 40m,INR 261,43 Seats available,2.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 2569,Super Fast Non AC Seater (2+3),18:00,00:35,06h 35m,INR 261,36 Seats available,2.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 549,Super Express Non AC Seater Air Bus (2+2),18:05,22:15,04h 10m,INR 401,5 Seats available,"3.5
22",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 2517,Swift Deluxe Non AC Air Bus (2+2),18:36,23:16,04h 40m,INR 401,5 Seats available,"1.7
5",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 3141,Super Fast Non AC Seater (2+3),19:00,00:35,05h 35m,INR 261,27 Seats available,2.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 3166,Super Express Non AC Seater Air Bus (2+2),21:31,02:31,05h 00m,INR 586,15 Seats available, ,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 915,Super Fast Non AC Seater (2+3),21:35,03:10,05h 35m,INR 261,2 Seats available,2.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 3004,Super Fast Non AC Seater (2+3),21:47,03:11,05h 24m,INR 269,13 Seats available,2.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Holy Maria Travels,A/C Semi Sleeper (2+2),20:45,01:30,04h 45m,INR 800,19 Seats available,3.6,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Holy Maria Travels,A/C Semi Sleeper (2+2),20:50,02:10,05h 20m,INR 800,15 Seats available,3.6,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Sonia Travels,A/C Semi Sleeper (2+2),21:00,02:20,05h 20m,INR 680,20 Seats available,3.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Cochin Express,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),21:15,02:20,05h 05m,INR 700,1 Seat available,4.4,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Madhavi Travels,A/C Semi Sleeper (2+2),21:30,02:15,04h 45m,INR 929,5 Seats available,"4.0
30",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Cochin Express,Volvo Multi-Axle Sleeper A/C (2+1),21:30,02:30,05h 00m,INR 900,2 Seats available,4.4,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
UFO Bus,Volvo A/C Semi Sleeper (2+2),21:45,02:40,04h 55m,670,4 Seats available,3.7,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Arya Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),21:45,03:16,05h 31m,INR 995,18 Seats available,3.2,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kalpaka Travels 1,A/C Semi Sleeper (2+2),22:00,03:00,05h 00m,INR 600,3 Seats available,"4.4
19",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Arya Travels,Volvo A/C Semi Sleeper (2+2),22:00,03:30,05h 30m,INR 945,12 Seats available,3.2,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Greenline kerala,A/C Seater Push Back (2+2),22:01,02:45,04h 44m,INR 550,12 Seats available,3.4,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Madhavi Travels,A/C Seater (2+2),22:10,03:35,05h 25m,INR 649,12 Seats available,"4.0
5",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Murahara Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:35,04:30,05h 55m,950,2 Seats available,4.2,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Blue Bird Travels,A/C Seater Push Back (2+2),21:50,02:50,05h 00m,INR 649,6 Seats available,2.2,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
EMERALD TRAVELS,Volvo Multi-Axle A/C Semi Sleeper (2+2),22:30,04:15,05h 45m,INR 700,32 Seats available,2.8,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
EMERALD TRAVELS,Bharat Benz A/C Seater (2+2),01:00,04:55,03h 55m,INR 700,29 Seats available,2.8,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Galaxy Tours,A/C Semi Sleeper (2+2),01:15,06:00,04h 45m,INR 900,3 Seats available,1.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Murahara Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),18:45,23:45,05h 00m,1425,1 Seat available,"4.2
25",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Ubc travels,A/C Semi Sleeper (2+2),20:40,01:00,04h 20m,INR 1000,5 Seats available,"3.0
11",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Adrin Travels,A/C Seater/Sleeper (2+1),21:00,02:00,05h 00m,INR 2600,1 Seat available,"4.6
10",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Madhavi Travels,A/C Sleeper (2+1),21:40,03:00,05h 20m,INR 1299,2 Seats available,4.1,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Madhavi Travels,A/C Sleeper (2+1),21:40,02:05,04h 25m,INR 1499,1 Seat available,4.1,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Arya Travels,A/C Sleeper (2+1),21:45,03:15,05h 30m,INR 1249,5 Seats available,3.2,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Madhavi Travels,Volvo A/C Semi Sleeper (2+2),22:10,03:35,05h 25m,INR 999,13 Seats available,"3.5
16",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),22:40,03:40,05h 00m,2149,3 Seats available,"3.7
8",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Madhavi Travels,A/C Sleeper (2+1),23:59,04:30,04h 31m,INR 1999,2 Seats available,"3.9
6",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:59,04:50,04h 51m,INR 1499,12 Seats available,"4.5
7",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kudla Travels ( ST MARIA ),A/C Sleeper (2+1),21:00,23:59,02h 59m,INR 1500,20 Seats available,2.8,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),23:30,04:30,05h 00m,INR 1300,13 Seats available,"2.8
16",https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:59,04:55,04h 56m,INR 1499,1 Seat available,2.1,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
Galaxy Tours,Bharat Benz A/C Semi Sleeper (2+2),01:15,06:00,04h 45m,INR 1000,6 Seats available,1.9,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ernakulam to Kozhikode
KSRTC (Kerala) - 136,Swift Deluxe Non AC Air Bus (2+2),20:30,04:25,07h 55m,INR 568,7 Seats available,"3.3
25",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
KSRTC (Kerala) - 101,Swift Deluxe Non AC Air Bus (2+2),21:16,04:46,07h 30m,INR 548,14 Seats available,"4.3
90",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
KSRTC (Kerala) - 98,Swift Deluxe Non AC Air Bus (2+2),21:30,05:45,08h 15m,INR 579,11 Seats available,"3.7
48",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
KSRTC (Kerala) - 1767,Super Express Non AC Seater Air Bus (2+2),23:01,06:46,07h 45m,INR 568,5 Seats available,"3.6
50",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
MMK Travels,VE A/C Seater / Sleeper (2+1),22:15,05:30,07h 15m,INR 700,18 Seats available,"4.4
327",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),21:45,05:20,07h 35m,INR 700,15 Seats available,"4.3
85",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Kalpaka Travels,A/C Sleeper (2+1),22:10,05:00,06h 50m,INR 900,14 Seats available,"4.2
173",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
AdP K Travels,NON A/C Semi Sleeper (2+2),21:45,05:00,07h 15m,630,31 Seats available,"4.0
73",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Sugama Tourist,A/C Sleeper (2+1),22:00,05:30,07h 30m,INR 900,15 Seats available,"4.0
177",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Rukma Travels,A/C Seater/Sleeper (2+1),21:30,05:00,07h 30m,INR 699,21 Seats available,"4.3
10",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
GOLDEN TRAVEL AGENCIES,Volvo A/C Semi Sleeper (2+2),22:45,04:45,06h 00m,INR 1000,12 Seats available,"4.5
217",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
NS Transports,NON A/C Sleeper (2+1),22:45,05:20,06h 35m,INR 799,5 Seats available,"4.2
218",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
GOLDEN TRAVEL AGENCIES,A/C Sleeper (2+1),21:30,05:15,07h 45m,INR 899,5 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
NS Transports,A/C Sleeper (2+1),22:15,05:35,07h 20m,INR 949,6 Seats available,"4.5
261",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Ashoka Travel and Logistics,A/C Semi Sleeper (2+2),22:30,05:45,07h 15m,825,13 Seats available,"4.0
131",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
GOLDEN TRAVEL AGENCIES,A/C Sleeper (2+1),22:00,05:25,07h 25m,INR 999,2 Seats available,"4.4
125",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
SAAM BUS,VE A/C Sleeper (2+1),18:40,04:45,10h 05m,INR 800,8 Seats available,"4.2
111",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
Yathra Logistics,A/C Sleeper (2+1),22:45,06:25,07h 40m,INR 799,15 Seats available,"3.2
5",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
NS Transports,Non A/C Seater / Sleeper (2+1),22:00,06:00,08h 00m,INR 649,20 Seats available,"3.9
259",https://www.redbus.in/bus-tickets/bangalore-to-kannur,Bangalore to Kannur
