Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),21:30,03:30,06h 00m,INR 700,22 Seats available,"3.8
50",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
IntrCity SmartBus,AC Sleeper (2+1),20:40,03:30,06h 50m,INR 766,21 Seats available,"5.0
15",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Morning Star Travels,A/C Sleeper (2+1),23:25,05:00,05h 35m,INR 590,14 Seats available,"3.2
90",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),22:20,05:30,07h 10m,INR 700,30 Seats available,"4.0
40",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Nani Svkdt Travels,A/C Sleeper (2+1),23:20,04:25,05h 05m,696,15 Seats available,"3.6
69",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
V Kaveri Travels,A/C Seater / Sleeper (2+1),22:15,04:15,06h 00m,INR 500,19 Seats available,"3.9
108",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Dharani Tours and Travels,Non A/C Seater / Sleeper (2+1),21:30,04:20,06h 50m,INR 444,30 Seats available,3.1,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Go Bus Travels,Non A/C Seater / Sleeper (2+1),22:00,04:30,06h 30m,379,26 Seats available,"3.9
40",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
V Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:15,04:30,07h 15m,INR 500,27 Seats available,"3.7
48",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Morning Star Travels,A/C Sleeper (2+1),23:20,05:25,06h 05m,INR 590,7 Seats available,"3.4
63",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),22:10,04:30,06h 20m,INR 500,27 Seats available,"4.1
30",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:00,05:30,06h 30m,INR 400,18 Seats available,"3.3
59",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
IntrCity SmartBus,AC Sleeper (2+1),16:40,00:20,07h 40m,INR 766,10 Seats available,"4.8
13",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),18:15,02:10,07h 55m,INR 524,22 Seats available,"4.5
16",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),21:30,04:30,07h 00m,INR 700,15 Seats available,"4.1
24",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
V Kaveri Travels,A/C Seater / Sleeper (2+1),23:00,05:10,06h 10m,INR 500,23 Seats available,"3.6
38",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Nani Svkdt Travels,A/C Sleeper (2+1),23:20,04:30,05h 10m,696,21 Seats available,"3.4
48",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Orange Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),14:25,21:15,06h 50m,INR 800,17 Seats available,"3.9
23",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Tirumala Travels,A/C Sleeper (2+1),22:08,04:30,06h 22m,INR 589,10 Seats available,"4.3
15",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
LVR Travels,Non A/C Seater / Sleeper (2+1),22:13,04:55,06h 42m,INR 429,29 Seats available,"4.7
9",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),19:45,03:55,08h 10m,INR 400,32 Seats available,"2.9
87",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri Atluri Travels,A/C Seater / Sleeper (2+1),22:15,05:07,06h 52m,INR 460,21 Seats available,"3.6
26",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Zingbus Plus,A/C Sleeper (2+1),17:30,01:00,07h 30m,762,25 Seats available,"4.5
13",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri Sai Padmavathi Travels,A/C Seater/Sleeper (2+1),23:45,04:25,04h 40m,INR 550,29 Seats available,New,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sai Dasari Travels,Non A/C Seater / Sleeper (2+1),23:05,04:27,05h 22m,450,33 Seats available,"3.5
6",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri Sai Padmavathi Travels,A/C Seater/Sleeper (2+1),23:40,05:10,05h 30m,INR 450,27 Seats available,New,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Mayuri Travels,A/C Sleeper (2+1),22:00,03:30,05h 30m,720,26 Seats available,"5.0
4",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
VR Travels,Non A/C Seater / Sleeper (2+1),22:15,04:25,06h 10m,INR 4000,40 Seats available,New,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Eswar Travels,A/C Seater / Sleeper (2+1),22:25,04:30,06h 05m,INR 499,31 Seats available,"3.2
35",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
LVP Travels,A/C Seater / Sleeper (2+1),22:00,04:20,06h 20m,INR 550,23 Seats available,"3.8
20",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sai Dasari Travels,A/C Sleeper (2+1),23:05,04:27,05h 22m,630,17 Seats available,"2.9
4",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
SAMANVI CITICONNECT,Non A/C Seater / Sleeper (2+1),19:10,02:30,07h 20m,INR 449,11 Seats available,"2.9
4",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Orange Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),22:15,04:50,06h 35m,INR 900,16 Seats available,"4.7
8",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),22:00,04:15,06h 15m,INR 444,28 Seats available,"2.5
4",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri Keerthana Sai Travels,A/C Sleeper (2+1),14:45,23:45,09h 00m,INR 790,15 Seats available,"4.5
9",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri Atluri Travels,NON A/C Hi-Tech (2+2),21:20,04:20,07h 00m,400,22 Seats available,"3.2
32",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Go Tour Travels and Holidays,A/C Sleeper (2+1),22:48,04:15,05h 27m,846,17 Seats available,"3.7
19",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sitara Travels,NON A/C Push Back (2+2),22:40,04:00,05h 20m,INR 399,26 Seats available,"4.4
9",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
SREE CHAKRA TRAVELS,Non A/C Seater / Sleeper (2+1),22:30,04:00,05h 30m,4500,21 Seats available,New,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Orange Tours And Travels,NON A/C Sleeper (2+1),19:30,02:00,06h 30m,INR 600,24 Seats available,"3.7
16",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Orange Tours And Travels,A/C Sleeper (2+1),23:00,05:15,06h 15m,INR 700,34 Seats available,"2.8
61",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Royal Varma Travels,A/C Sleeper (2+1),21:55,04:40,06h 45m,972,18 Seats available,"3.7
22",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
BSR Tours And Travels,A/C Seater / Sleeper (2+1),19:10,02:30,07h 20m,INR 610,18 Seats available,"4.5
7",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Holidays Tours and Travels,A/C Seater / Sleeper (2+1),22:40,04:24,05h 44m,INR 500,27 Seats available,"4.4
7",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
BSR Tours And Travels,A/C Sleeper (2+1),22:00,04:00,06h 00m,INR 880,19 Seats available,"4.0
9",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri Atluri Travels,NON AC Seater / Sleeper 2+1,20:05,04:20,08h 15m,INR 450,23 Seats available,3.4,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
AMIGOS TRAVELS,A/C Sleeper (2+1),22:50,04:50,06h 00m,3800,28 Seats available,"3.9
10",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri Rama Travels,Non A/C Seater / Sleeper (2+1),22:40,04:15,05h 35m,INR 500,35 Seats available,"4.3
7",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Chandu Travels,A/C Seater / Sleeper (2+1),22:45,04:30,05h 45m,437,27 Seats available,"3.3
18",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri Venkata Padmavathi Travels,A/C Seater / Sleeper (2+1),22:40,04:45,06h 05m,INR 490,33 Seats available,"3.3
19",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Mythri Tours And Travels,A/C Sleeper (2+1),22:00,04:05,06h 05m,INR 749,16 Seats available,"4.6
5",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
SAMANVI CITICONNECT,Non A/C Seater / Sleeper (2+1),22:25,04:15,05h 50m,INR 444,25 Seats available,2.9,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:44,03:35,04h 51m,INR 450,18 Seats available,"3.9
9",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Mayuri Travels,Non A/C Seater / Sleeper (2+1),22:30,04:00,05h 30m,INR 500,33 Seats available,"4.1
7",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Jagan Travels,Non A/C Seater / Sleeper (2+1),14:25,22:00,07h 35m,INR 450,15 Seats available,"3.5
10",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),20:55,03:20,06h 25m,INR 470,27 Seats available,"3.9
7",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Apple Travels,A/C Seater / Sleeper (2+1),22:50,03:30,04h 40m,INR 450,28 Seats available,"3.8
8",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Navayuga Travels,NON AC Seater / Sleeper 2+1,21:20,04:05,06h 45m,INR 444,31 Seats available,"3.7
8",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
BSR Tours And Travels,VE A/C Sleeper (2+1),22:00,04:20,06h 20m,INR 880,11 Seats available,"4.3
4",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Orange Tours And Travels,A/C Seater / Sleeper (2+1),17:00,01:00,08h 00m,INR 580,26 Seats available,"3.2
11",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
SLGT Travels,A/C Seater/Sleeper (2+1),22:40,04:30,05h 50m,INR 500,26 Seats available,"3.8
6",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri Rama Travels,A/C Seater / Sleeper (2+1),22:25,04:15,05h 50m,INR 555,30 Seats available,"3.9
5",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Siri Tours and Travels,A/C Seater / Sleeper (2+1),18:30,02:35,08h 05m,INR 610,20 Seats available,"3.3
8",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
LVP Travels,A/C Seater / Sleeper (2+1),22:05,04:10,06h 05m,INR 499,32 Seats available,"3.6
6",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),14:59,23:05,08h 06m,INR 999,9 Seats available,"4.1
4",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
KKaveri Travels,Non A/C Seater / Sleeper (2+1),19:15,02:30,07h 15m,INR 560,27 Seats available,"3.8
5",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),19:45,03:55,08h 10m,INR 400,31 Seats available,"2.4
30",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
SAMANVI CITICONNECT,A/C Sleeper (2+1),21:54,04:20,06h 26m,INR 799,12 Seats available,"2.9
9",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
KVR Tours and Travels,A/C Seater / Sleeper (2+1),21:55,04:15,06h 20m,INR 499,30 Seats available,"3.2
8",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Sri Karan Sai Tours and Travels,Non A/C Seater / Sleeper (2+1),21:55,04:20,06h 25m,INR 400,29 Seats available,"3.2
8",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
Komali Travels,Non A/C Seater / Sleeper (2+1),22:25,04:30,06h 05m,INR 444,31 Seats available,"3.4
10",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada
