Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Himalayan Travels,NON AC Seater / Sleeper 2+1,20:30,02:30,06h 00m,INR 500,31 Seats available,1.7,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
Assam State Transport Corporation (ASTC) - 149849,Volvo AC Seater 2+2,06:30,09:00,02h 30m,INR 191,2 Seats available,"3.4
7",https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Assam State Transport Corporation (ASTC) - 143955,Bharat Benz A/C Seater (2+2),07:00,09:30,02h 30m,INR 191,7 Seats available,3.9,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Assam State Transport Corporation (ASTC) - 154910,Bharat Benz A/C Seater (2+2),10:30,13:00,02h 30m,INR 191,26 Seats available,"3.8
162",https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Assam State Transport Corporation (ASTC) - 146146,Bharat Benz A/C Seater (2+2),13:00,16:00,03h 00m,INR 191,20 Seats available,"4.1
270",https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Kareng Travels,Non AC Seater (2+1),05:00,07:30,02h 30m,INR 300,4 Seats available,"4.7
28",https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,06:15,09:15,03h 00m,INR 270.01,5 Seats available,"4.9
56",https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
NETWORK TRAVELS,NON A/C Seater (2+2),06:30,10:00,03h 30m,INR 350,39 Seats available,3.7,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
SHIVAM TRAVELS,Bharat Benz A/C Seater (2+1),06:45,09:30,02h 45m,INR 250,29 Seats available,"3.8
10",https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Chartered Bus - ASTC,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),07:30,09:30,02h 00m,INR 270.01,20 Seats available,"4.8
131",https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
JOY HANUMAN,Non AC Seater (2+2),07:40,10:30,02h 50m,INR 200,30 Seats available,"4.2
12",https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,08:30,10:45,02h 15m,INR 324.04,19 Seats available,"4.7
40",https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
NEELKANTH TRAVELS,A/C Seater Push Back (2+2),09:05,12:00,02h 55m,INR 250,41 Seats available,"4.5
6",https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Kareng Travels,A/C Seater (2+1),09:30,13:00,03h 30m,INR 300,8 Seats available,"4.6
11",https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
MAA Anada (UNDER ASTC),AC Seater (2+2),09:30,13:00,03h 30m,INR 247.5,30 Seats available,3.2,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Mahi Travels(Under ASTC),A/C Seater (2+2),10:00,13:30,03h 30m,316,40 Seats available,"3.2
17",https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Kanchan Travels,AC Seater (2+2),10:45,14:10,03h 25m,INR 285,30 Seats available,4.0,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Orient Transline,A/C Seater (2+1),11:30,14:25,02h 55m,INR 333.33,37 Seats available,"4.6
25",https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Kareng Travels,Non AC Seater (2+2),11:45,14:45,03h 00m,266,45 Seats available,4.6,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Anindita Travels,NON A/C Seater (2+1),12:30,15:45,03h 15m,360,37 Seats available,4.1,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Orient Transline,A/C Seater (2+1),12:15,15:00,02h 45m,INR 333.33,34 Seats available,4.1,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Orient Transline,A/C Seater (2+1),13:00,15:45,02h 45m,INR 333.33,36 Seats available,"3.4
31",https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Mahi Travels(Under ASTC),A/C Seater (2+2),14:15,16:15,02h 00m,359,42 Seats available,"3.9
35",https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
TRINAYAN TRANSPORT (Under ASTC),A/C Seater (2+1),08:00,11:30,03h 30m,405,27 Seats available,"2.9
9",https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
DESTINY TRAVELS,NON A/C Seater (2+1),18:45,21:50,27h 05m,428,31 Seats available,1.9,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Purple Wings Coaches,A/C Seater / Sleeper (2+1),04:05,06:45,02h 40m,INR 440,16 Seats available,"4.8
10",https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
NEELKANTH TRAVELS,A/C Seater Push Back (2+2),06:25,08:30,02h 05m,INR 250,13 Seats available,"5.0
25",https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
MAA Anada (UNDER ASTC),AC Seater (2+2),06:25,08:30,02h 05m,INR 247.5,30 Seats available,"4.3
32",https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Kanchan Travels,AC Seater (2+2),06:30,08:45,02h 15m,INR 262,27 Seats available,"4.8
5",https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Mahi Travels(Under ASTC),A/C Seater (2+2),06:50,08:55,02h 05m,299,11 Seats available,"5.0
5",https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Orient Transline,A/C Seater (2+1),07:00,09:00,02h 00m,INR 333.33,17 Seats available,"4.1
18",https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
SHIVAM TRAVELS,Bharat Benz A/C Seater (2+1),16:45,19:15,02h 30m,270,35 Seats available,"3.9
18",https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Orient Transline,A/C Seater (2+1),08:00,10:10,02h 10m,INR 333.33,1 Seat available,"3.4
4",https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Orient Transline,A/C Seater (2+1),08:50,11:00,02h 10m,INR 333.33,10 Seats available,"3.6
32",https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Anindita Travels,NON A/C Seater (2+1),09:15,11:30,02h 15m,360,20 Seats available,"4.7
10",https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Mahi Travels(Under ASTC),A/C Seater (2+2),09:10,11:30,02h 20m,349,28 Seats available,"4.7
32",https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
NETWORK TRAVELS,NON A/C Seater (2+2),12:00,14:30,02h 30m,INR 350,40 Seats available,3.7,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
TRINAYAN TRANSPORT (Under ASTC),A/C Seater (2+1),12:15,14:30,02h 15m,405,19 Seats available,"3.5
12",https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,14:30,17:00,02h 30m,INR 377.79,29 Seats available,"4.6
77",https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,16:00,18:30,02h 30m,INR 324.04,37 Seats available,"4.6
30",https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,17:00,19:15,02h 15m,INR 383.46,34 Seats available,"4.6
70",https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Kareng Travels,Non AC Seater (2+2),07:15,09:30,02h 15m,285,5 Seats available,1.8,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Puja (Kaybom),A/C Seater Push Back (2+2),07:50,10:00,02h 10m,314,33 Seats available,New,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Pranjit Travels (Under ASTC),NON A/C Seater (2+1),11:55,15:00,03h 05m,INR 400,37 Seats available,2.8,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Kareng Travels,Bharat Benz A/C Seater (2+1),13:20,16:00,02h 40m,INR 300,12 Seats available,"2.0
7",https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Kareng Travels,Non AC Seater (2+1),14:15,16:45,02h 30m,INR 300,34 Seats available,"1.5
4",https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
BARBIE TRAVELS,A/C Seater Push Back (2+2),14:50,17:50,03h 00m,INR 300,33 Seats available,2.7,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
Assam State Transport Corporation (ASTC) - 141730,Bharat Benz A/C Seater (2+2),06:10,10:10,04h 00m,INR 233,1 Seat available,"4.0
244",https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Goalpara to Guwahati
Balaji Tours And Travels,NON A/C Seater (2+2),10:45,14:45,04h 00m,INR 162,33 Seats available,2.3,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Goalpara to Guwahati
Balaji Tours And Travels,NON A/C Seater Push Back (2+2),11:15,15:35,04h 20m,INR 162,41 Seats available,2.3,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Goalpara to Guwahati
Balaji Tours And Travels,NON A/C Seater (2+2),12:00,16:20,04h 20m,INR 162,33 Seats available,2.3,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Goalpara to Guwahati
Balaji Tours And Travels,NON A/C Seater (2+2),12:15,16:30,04h 15m,INR 162,33 Seats available,2.3,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Goalpara to Guwahati
Balaji Tours And Travels,NON A/C Seater Push Back (2+2),13:00,17:00,04h 00m,INR 162,41 Seats available,2.3,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Goalpara to Guwahati
Balaji Tours And Travels,NON A/C Seater (2+2),13:30,17:00,03h 30m,INR 162,33 Seats available,2.3,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Goalpara to Guwahati
Balaji Tours And Travels,NON A/C Seater (2+2),14:15,17:15,03h 00m,INR 162,33 Seats available,2.3,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Goalpara to Guwahati
Assam State Transport Corporation (ASTC) - 142178,Bharat Benz A/C Seater (2+2),06:45,13:00,06h 15m,INR 405,2 Seats available,"3.9
144",https://www.redbus.in/bus-tickets/jorhat-to-north-lakhimpur,Jorhat to North Lakhimpur
Padmanav Travels,NON A/C Seater Push Back (2+2),06:00,13:45,07h 45m,561,38 Seats available,"3.7
15",https://www.redbus.in/bus-tickets/jorhat-to-north-lakhimpur,Jorhat to North Lakhimpur
Assam State Transport Corporation (ASTC) - 150573,Bharat Benz A/C Seater (2+2),05:00,11:00,06h 00m,INR 410,7 Seats available,"4.0
193",https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
Yatra,Non AC Seater (2+2),20:15,03:30,07h 15m,INR 350,40 Seats available,"2.2
20",https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
Rizwan Travels,A/C Seater (2+2),04:45,11:30,06h 45m,INR 340,35 Seats available,"2.7
10",https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
Yatra,Non AC Seater (2+2),11:15,18:45,07h 30m,INR 300,41 Seats available,"1.7
5",https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
Arifa Travels,Non AC Seater (2+2),05:30,11:00,05h 30m,INR 300,44 Seats available,"1.9
7",https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
MAA MONOSHA TRAVELS,NON A/C Seater (2+1),20:00,03:30,07h 30m,INR 350,38 Seats available,"2.2
4",https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
